AD_ID;COD;DES
31683;6111;CALCOLO DELLE PROBABILITA'          D.U.
31684;6112;METODI NUMERICI PER L'INGEGNERIA    D.U.
30921;3331;SOCIOLOGIA
30922;3332;SOCIOLOGIA ECONOMICA
30923;3333;STATISTICA AZIENDALE
30924;3334;STATISTICA AZIENDALE-ANALISI DI MERCATO
30925;3335;STATISTICA E CALCOLO DELLE PROBABILITA'
30927;3338;STATISTICA SOCIALE (1/2)
30928;3339;STORIA DELL'AGRICOLTURA
30929;3341;STORIA DEL PENSIERO ECONOMICO
30930;3343;TECNICA DEL COMMERCIO INTERNAZIONALE
30931;3344;TECNICA DELLA COMMER. PRODOTTI AGRICOLI
30932;3345;TECNICA ED ORDINAMENTO DELLE BORSE
30933;3347;TECNICA DELLE RICERCHE DI MERCATO
30934;3348;TECNICHE ECONOM. E FINANZ. PER LA PROGR.
30935;3349;TECNOLOGIA DEI PROCESSI PRODUTTIVI
30936;3350;TEORIA E POLITICA MONETARIA
30937;3351;TEORIA E TECNICA DELL'ELAB.AUTOM.DATI
30938;3353;TRATTAMENTO DELL'INFORMAZ.NELL'IMPRESA
30939;3354;ECONOMIA POLITICA II 
30940;3355;MATEMATICA FINANZIARIA II
30941;3356;RAGIONERIA GENERALE ED APPLICATA II 
30942;3357;STATISTICA II 
30943;3358;LINGUA TEDESCA (TRIENNALE)
30944;3359;LINGUA SPAGNOLA (TRIENNALE)
30945;3360;GEOGRAFIA ECONOMICA
30946;3361;TECNICA BANCARIA E PROF.-IND. PROFESS.LE
30948;3363;RAGIONERIA GENERALE APPLICATA (C.PROP.)
30949;3364;RAGIONERIA GENERALE APPLICATA (C.PROGR.)
30950;3367;PROVA CONOSCENZA LINGUA FRANCESE(ATTIVA)
30951;3368;PROVA CONOSCENZA LINGUA SPAGNOLA(ATTIVA)
30952;3369;ECONOMIA E GEST.D.IMPRESE.(DIR.D'IMPR.)
30953;3370;GESTIONE FINANZIARIA E VALUTARIA
30954;3371;MODELLI MATEMATICI PER I MERCATI FINAZ.
30955;3372;GESTIONE DELLA PRODUZIONE E DEI MATER.LI
30956;3373;STRATEGIA E POLITICA AZIENDALE
30957;3374;ECONOMIA AGRARIA
30958;3375;ECON. DELLE AZIENDE E DELLE AMM. PUBBL.
30959;3376;ECONOMIA DEL LAVORO
30960;3377;ECONOMIA DEGLI INTERMEDIARI FINANZIARI
30961;3378;ECONOMIA INDUSTRIALE
30962;3379;STATISTICA ECONOMICA
30963;3380;TECNOLOGIA DEI CICLI PRODUTTIVI
30964;3381;METOD. E DETER.NI QUANTITATIVE DI AZIEN.
30965;3382;POLITICA ECONOMICA
30966;3383;FONDAMENTI DI INFORMATICA
30967;3384;STATISTICA MATEMATICA
30968;3385;STORIA ECON.ITAL.DALL'UNITA' NAZIONALE
30969;3386;METODOLOGIA STATISTICA IN AGRICOLTURA
30970;3387;ECONOMIA MONETARIA
30971;3388;POLITICA ECONOMICA EUROPEA
30972;3389;ECONOMIA DEL MERCATO MOBILIARE
30973;3390;MARKETING INTERNAZIONALE
30974;3391;ECONOMIA E POLITICA MONTANA E FORESTALE
30975;3392;SOCIOLOGIA DELLO SVILUPPO
30976;3393;MARKETING DEI PRODOTTI AGRO-ALIMENTARI
30977;3394;MARKETING PROGREDITO
30978;3395;METODI E MODELLI PER LE SCELTE ECONOM.
30979;3396;PROGRAMMAZIONE ECONOMICA
30980;3397;LINGUA INGLESE DELL'ECONOMIA
30981;3398;LINGUA TEDESCA DELL'ECONOMIA
30982;3399;LINGUA FRANCESE DELL'ECONOMIA
30983;3400;LINGUA SPAGNOLA DELL'ECONOMIA
30984;3401;PROVA CONOSCENZA LINGUA INGLESE (RICETT)
30985;3402;PROVA CONOSCENZA LINGUA TEDESCA (RICETT)
30986;3403;PROVA CONOSCENZA LINGUA FRANCESE(RICETT)
30987;3404;PROVA CONOSCENZA LINGUA SPAGNOLA(RICETT)
30988;3405;MACROECONOMIA
30989;3406;MICROECONOMIA
30990;3407;MATEMATICA FINANZIARIA
30991;3408;PROVA DI INFORMATICA
30992;3409;RAGIONERIA GENERALE E APPLICATA
30993;3410;PROVA CONOSCENZA LINGUA INGLESE (ATTIVA)
30994;3411;PROVA CONOSCENZA LINGUA TEDESCA (ATTIVA)
30995;3412;LINGUAGGI E TRADUTTORI
30996;3413;ECONOMIA POLITICA  ( CORSO PROGREDITO )
30997;3414;ECONOMIA DELLO SVILUPPO
30998;3415;SOCIOLOGIA URBANA E RURALE
30999;3416;METODOLOGIA E TECNICA D.RICERCA SOCIALE
31000;3417;ANALISI DELLE SERIE STORICHE ( SEM. )
31001;3418;BASI DI DATI
31002;3419;ING. DELLA CONOSCENZA E SISTEMI ESPERTI
31003;3420;ORGANIZZ.NE E PIANIFICAZIONE DEL TERR.
31005;3422;ECONOMETRIA  ( ELEMENTI DI )
31006;3423;STATISTICA COMPUTAZIONALE 
31007;3424;MATEMATICA PER L'ECONOMIA
31008;3425;ECONOMIA PUBBLICA
31009;3426;TECNICA BANCARIA
31010;3427;DIRITTO COMMERCIALE
31011;3428;GEOMETRIA (1/2)
31712;6143;FISICA GENERALE ( II )              D.U.
31713;6144;MATEMATICA APPLICATA                D.U.
31714;6145;METODI MATEMATICI E STATISTICI      D.U.
31715;6146;ELETTRONICA                         D.U.
31716;6147;LINGUAGGI E TRADUTTORI ( I )        D.U.
31717;6148;LINGUAGGI E TRADUTTORI ( II )       D.U.
31718;6149;SISTEMI OPERATIVI ( I )             D.U.
31719;6150;SISTEMI OPERATIVI ( II )            D.U.
31720;6151;FONDAMENTI DI INFORMATICA ( 2 M.D.) D.U.
31721;6152;CALCOLO DELLE PROBABILITA' (2 M.D.) D.U.
31722;6153;ANALISI MATEMATICA I      ( 2 M.D.) D.U.
31723;6154;RICERCA OPERATIVA         ( 2 M.D.) D.U.
31724;6155;SISTEMI DI ELABORAZIONE II (2 M.D.) D.U.
31725;6156;BASI DI DATI              ( 2 M.D.) D.U.
31726;6157;SISTEMI INFORMATIVI       ( 2 M.D.) D.U.
31727;6159;TELEMATICA                ( 2 M.D.) D.U.
31728;6160;SISTEMI INFORMATIVI  II             D.U.
31729;6161;COMUNICAZIONI ELETTRICHE            D.U.
31730;6162;TEORIA E TECN. DEL RICONOSCIMENTO   D.U.
31731;6163;MODELLI DI SISTEMI DI PRODUZIONE    D.U.
31732;6164;ANALISI MATEMATICA        (2 M. D.) D.U.
31733;6165;FISICA                    (2 M. D.) D.U.
31734;6166;INGEGNERIA ELETTRICA      (2 M. D.) D.U.
31735;6167;ECONOMIA ED ORG.NE AZIENDALE (III)  D.U
31736;6168;ECONOMIA ED ORG.NE AZIENDALE (IV)   D.U.
31737;6169;FONDAMENTI DI INFORMATICA ( I )     D.U.
31738;6170;FONDAMENTI DI INFORMATICA ( II )    D.U.
31739;6171;INGEGNERIA DEL SOFTWARE ( I )       D.U.
31740;6172;INGEGNERIA DEL SOFTWARE ( II )      D.U.
31741;6173;AUTOMAZIONE INDUSTRIALE ( I )       D.U.
31742;6174;AUTOMAZIONE INDUSTRIALE ( II )      D.U.
31743;6175;INFORMATICA INDUSTRIALE ( I )       D.U.
31744;6176;INFORMATICA INDUSTRIALE ( II )      D.U.
31745;6177;SISTEMI OPERATIVI (III)             D.U.
31746;6178;ELETTROTECNICA INTEGR. ELETTRONICA (2M.D.) D.U.
31747;6179;SIST. TELECOM. INTEGR. TELEMATICA (3M.D.) D.U.
31748;6180;GESTIONE DELL'INFORMAZIONE AZIENDALE (I) D.U.
31749;6181;GESTIONE DELL'INFORMAZIONE AZIENDALE (II) D.U.
31750;6182;SISTEMI DI TELECOMUNICAZIONI INTEGRATO CON TELEMATICA (2 M.D.) D.U.
31751;6183;ELETTROTECNICA INTEGRATA CON ELETTRONICA (3 M.D.) D.U.
31752;6184;ELETTRONICA (2 M.D.) D.U.
31753;6186;SISTEMI INFORMATIVI (II) (2 M.D.) D.U.
31754;6187;SISTEMI INFORMATIVI (III) D.U.
31755;6188;AUTOMAZIONE INDUSTRIALE (II) (2 M.D.) D.U.
31756;6189;SISTEMI INFORMATIVI (IV) D.U.
31757;6201;ANALISI MATEMATICA I                D.U.
31758;6202;FONDAMENTI DI INFORMATICA           D.U.
31759;6203;FISICA I                            D.U.
31760;6204;CHIMICA                             D.U.
31761;6205;TECNICHE DELLA RAPPRESENTAZIONE     D.U.
31762;6206;ANALISI MATEMATICA  II              D.U.
31763;6207;FISICA MATEMATICA                   D.U.
31764;6208;FISICA  II                          D.U.
31765;6209;ECONOMIA ED ESTIMO AMBIENTALE       D.U.
31766;6210;GEOLOGIA APPLICATA                  D.U.
31767;6211;CALCOLO DELLE PROBABILITA'          D.U.
31768;6212;METODI NUMERICI PER L'INGEGNERIA    D.U.
31769;6213;MECCANICA DEI FLUIDI                D.U.
31770;6214;SCIENZA DELLE COSTRUZIONI           D.U.
31771;6215;ELETTROTECNICA                      D.U.
31772;6216;ELETTRONICA APPLICATA               D.U.
31773;6217;GEOTECNICA                          D.U.
31774;6218;MECCANICA APPLICATA ALLE MACCHINE   D.U.
31775;6219;PRINCIPI DI INGEGNERIA CHIMICA      D.U.
31776;6220;SPERIMENTAZIONI DI CHIMICA          D.U.
31777;6221;TELERILEVAMENTO                     D.U.
31778;6222;CHIMICA APPL. ALLA TUTELA DELL'AMB. D.U.
31779;6223;IDROLOGIA TECNICA                   D.U.
31780;6224;INGEGNERIA SANITARIA-AMBIENTALE     D.U.
31781;6225;ACQUEDOTTI E FOGNATURE              D.U.
31782;6226;GESTIONE DELLE RISORSE IDRICHE      D.U.
31783;6227;IMPIANTI DI TRATT. SANITARIO-AMB.   D.U.
31784;6228;INTERAZIONE FRA LE MACCH. L'AMB.TE  D.U.
31785;6229;PROCESSI TRATT. EFFLUENTI INQUIN.TI D.U.
31786;6230;TECNICHE DI GESTIONE DEL TERRITORIO D.U.
31787;6231;TEORIA DEI SISTEMI                  D.U.
31788;6232;INGEGNERIA SANIT.AMBIENT. (2 M.D.)  D.U.
31789;6233;ACQUEDOTTI E FOGNATURE (2 M.D.)     D.U.
31337;4317;PRIMA LINGUA E LETT. STR. INGLESE 1 SC.
31338;4318;PRIMA LINGUA E LETT. STR. INGLESE 2 SC.
31339;4319;PRIMA LINGUA E LETT. STR. INGLESE 3 SC.
31793;6238;MATEMATICA ( II )                   D.U.
31794;6239;FISICA GENERALE ( I )               D.U.
31795;6240;FISICA GENERALE ( II )              D.U.
31796;6241;MATEMATICA APPLICATA                D.U.
31797;6242;METODI MATEMATICI E STATISTICI      D.U.
31798;6243;ELETTRONICA                         D.U.
31799;6244;IDROLOGIA                           D.U
31800;6245;MATEMATICA COMPUTAZIONALE           D.U
31801;6246;FISICA TEC./INTER. MACCH. AMBIENTE  D.U.
31802;6247;GESTIONE DELLE RISORSE IDRICHE      D.U.
31803;6248;ACQUEDOTTI E FOGNATURE              D.U.
31804;6249;CARTOGRAFIA NUMERICA                D.U.
31805;6250;SELV.A CON ELEM. DI BOTAN. FOREST.  D.U.
31806;6251;PRINCIPI E FOND.TI DEL SERVIZIO SOCIALE
31807;6252;METODI E TECNICHE DEL SERVIZIO SOCIALE I
31808;6253;DIRITTO PRIVATO CON PAR.RIG.DIR.DI FAM.
31809;6254;DIR.PUBBL.PART.RIG.ALL'ORG.PUBBL.AMMIN.
31810;6255;MEDICINA SOCIALE E IGIENE
31811;6256;ANTROPOLOGIA CULTURALE
31812;6257;PSICOL. SVILUPPO, ELEM. PSICOPATOLOGIA I
31813;6258;METODI E TECNICHE DEL SERVIZIO SOC.LE II
31814;6259;PROGR.NE AMMIN.NE ORG.NE SER. SOC. I
31815;6260;PSIC.SVILUPPO,ELEM. PSICOPAT. (BIENNALE)
31816;6261;ISTITUZIONI DI SOCIOLOGIA
31817;6262;RICERCA APPLICATA AL SERVIZIO SOCIALE I
31818;6263;POLITICA E LEGISLAZIONE SOCIALE
31819;6264;METODI E TECNICHE DEL SERV.O SOCIALE III
31820;6265;RICERCA APP.TA SERVIZIO SOC. (BIENNALE)
31821;6266;PROGR.NE AMM.NE ORG.NE SERV. SOC. II
31822;6267;POLITICA DEI SERVIZI SOCIALI
31823;6268;PSICOLOGIA E SOCIOLOGIA DELLA DEVIANZA
31824;6269;DIRITTO PENALE
31825;6270;SOCIOLOGIA DELLA FAMIGLIA
31826;6271;STORIA DELLE ISTITUZIONI POLITICHE
31827;6272;PSIC. SVILUPPO, ELEMENTI PSICOP. II
31828;6273;RICERCA APPLICATA AL SERVIZIO SOCIALE II
31829;6274;SOCIETA' PLURIETNICA (CORSO MONOGRAFICO)
31830;6275;ETICA PROFESSIONALE  (CORSO MONOGRAFICO)
31835;6280;TOSSICODIP.RELATIVI SERV. PROV TN (C.M.)
31836;6281;PRIMO  TIROCINIO
31837;6282;SECONDO  TIROCINIO
32374;261;ANALISI FUNZIONALE
32393;1051;ECONOMIA DEL TERRITORIO
32395;30784;Introduzione al pensiero ebraico (B)
32421;30786;Algebra (A)
32466;45177;Meccanica quantistica 2^ unità
32467;45161;Metodi informatici 2^ unità
32480;45157;Fisica delle particelle elementari 1^ unità
32482;45170;Fisica dello stato solido 1^unità
32483;45171;Fisica subnucleare 1^ unità
32484;45206;Fisica teorica 1^ unità
32485;45207;Fisica teorica 2^ unità
32502;45180;Relatività 2^ unità
32503;45163;Struttura della materia 3^ unità
32524;45153;Chimica fisica dell'atmosfera 1^ unità
32525;45154;Chimica organica 1^ unità
32526;45203;Fisica atomica 1^ unità
32535;45156;Fisica dei sistemi disordinati 1^ unità
32538;45188;Laboratorio di fisica dei materiali per l'energia e per l'ambiente 1^ unità
32540;45175;Laboratorio di misure di fisiche 1^ unità
32541;45215;Laboratorio di misure di fisiche 2^ unità
32547;45223;Ottica quantistica
32549;45229;Statistica applicata all'analisi dei dati
32569;45152;Basi di dati web e distribuite
32582;45178;Tematiche di ricerca
32586;45250;Geometria differenziale 2^ unità
32589;45183;Topologia algebrica
32594;45216;Matematiche elementari da un punto di vista superiore 2^ unità
32595;45217;Matematiche elementari da un punto di vista superiore 3^ unità
32604;45209;Integrali di Feymann e Wienere e applicazioni
32610;48006;Metodi numerici per le equazioni iperboliche
32613;48002;Laboratorio di comunicazione didattica efficace
32614;48004;Psicologia dell'apprendimento
32615;48003;Multimedialità e didattica on line
32617;45164;Biofisica 4^ unità
32618;45165;Complementi di analisi matematica 1^ unità
32622;45235;Fisiologia
32623;45236;Scienza dei biomateriali
32626;45239;Principi di biocompatibilità
32631;30644;Storia della filosofia e del pensiero scientifico (A)
32632;45151;Astrofisica nucleare 1^ unità
32643;30675;Filosofia della religione (A)
32644;30787;Epistemologia delle scienze sociali (A)
32646;30789;Etica sociale (A)
32648;30791;Filosofia politica (B)
32653;30676;Storia della filosofia moderna e contemporanea (A)
32655;30794;Storia della scienza (A)
32662;30322;Storia delle dottrine politiche (B)
32670;30428;Storia del cristianesimo e delle chiese (B)
32668;30386;Storia economica (A)
32445;2071;MATERIALI E TECNOLOGIE ELETTRONICHE
32447;2056;METALLOGRAFIA
32449;2064;STRUTTURA DELLA MATERIA
32394;30779;Introduzione al pensiero ebraico (A)
32400;2040;COSTRUZIONI PREFABBRICATE IN LEGNO
32401;25163;Prova finale
32427;30374;Lingua francese III (A)
32428;30681;Lingua spagnola III (C)
32404;35370;Prova finale (LS)
32669;30427;Storia del cristianesimo e delle chiese (A)
32671;30805;Prova finale (Laurea specialistica)
32678;30806;Psicologia sociale (A)
32446;2057;MATERIALI COMPOSITI
32448;2058;MATERIALI PER LE ALTE TEMPERATURE
32450;25165;Diritto dei paesi di lingua tedesca
32451;25117;Diritto anglo-americano
32481;45205;Fisica delle particelle elementari 2^ unità
32490;45159;Meccanica statistica 1^ unità
32491;45231;Meccanica statistica 2^ unità
32492;45160;Metodi geometrici in fisica matematica
32493;45179;Metodi matematici della fisica 3^ unità
32504;45182;Teoria dei sistemi a molti corpi 1^ unità
32523;45232;Teoria dei sistemi a molti corpi 2^ unità
32536;45173;Laboratorio di elettronica avanzata 1 unità
32537;45214;Laboratorio di elettronica avanzata 2^ unità
32539;45174;Laboratorio di fisica dei materiali per l'energia e l'ambiente 2^ unità
32546;45162;Optoelettronica
32548;45224;Proprietà elettromagnetiche della materia
32550;45169;Complementi di fisica teorica 2^ unità
32555;45221;Microelettronica 1^unità
32568;45228;Sistemi operativi:temi avanzati
32574;45181;Sistemi distribuiti: fondamenti
32575;45166;Algoritmi: temi avanzati
32576;45227;Reti di calcolatori: temi avanzati
32581;45195;Analisi e testing del software
32583;45220;Metodologie di ricerca
32584;45212;Istituzioni  di geometria superiore 2^ unità
32585;45208;Geometria algebrica
32587;45167;Analisi complesse ed applicazioni
32588;45198;Curve algebriche
32598;45200;Didattica della matematica 3^ unità
32599;45202;Equazioni alle derivate parziali del primo ordine
32603;45197;Teoria geometrica della misura
32609;45176;Matematica computazionale
32611;48005;Metodi agli elementi finiti
32612;48000;Complementi di fisica generale 3^ unità
32616;48001;Epistemologia
32619;45184;Fisica sanitaria 1^ unità
32620;45185;Meccanica statistica applicata
32621;45186;Complementi di analisi matematica 2^ unità
32624;45237;Diagnostica per immagini
32625;45238;Fenomeni bioelettrici
32627;45240;Fisica computazionale applicata alle macromolecole
32628;45218;Radioprotezione
32629;45241;Neuroimaging funzionale
32630;45242;Prova finale
32645;30788;Bioetica (A)
32647;30790;Filosofia politica (A)
32649;30792;Storia delle idee filosofiche e scientifiche (A)
32650;30793;Storia delle idee filosofiche e scientifiche (B)
32654;30677;Storia della filosofia moderna e contemporanea (B)
32656;30795;Estetica cinematografica (A)
32680;30807;Sociologia dei processi culturali e comunicativi (A)
32661;30321;Storia delle dottrine politiche (A)
32663;30798;Storia del pensiero giuridico moderno (A)
32664;30580;Studi ebraici (A)
32666;30700;Studi ebraici (B)
32667;30471;Storia del pensiero economico (A)
32679;30413;Psicologia dello sviluppo e dell'educazione (A)
32419;30785;Analisi matematica (A)
32420;30455;Fisica teorica, modelli e metodi matematici (A)
32426;30302;Diritto pubblico (A)
32011;6828;SCIENZA DELLE COSTRUZIONI  (1/2)
32012;6829;ELETTRONICA DEI SISTEMI DIGITALI 1 (1/2)
32013;6830;TRASMISSIONE NUMERICA (1/2)
32014;6831;RETI DI TELECOMUNICAZIONI 1 (1/2)
32015;6832;ELETTRONICA DEI SISTEMI DIGITALI 2 (1/2)
32016;6833;LABORATORIO DI SCIENZA DELLE COSTRUZIONI (1/4)
32017;6834;INTRODUCTION TO PATTERN RECOGNITION (INTRODUZIONE ALLA TEORIA E TECNICA DEL RICONOSCIMENTO) (1/4)
32018;6835;ELABORAZIONE E TRASMISSIONE DELLE IMMAGINI 1 (1/2)
32019;6836;SISTEMI DI TELERILEVAMENTO 1 (1/2)
32020;6837;DIAGNOSTICA ELETTROMAGNETICA (1/2)
32021;6838;LABORATORIO DI OPTOELETTRONICA 1integrato con INTRODUZIONE ALLE COMUNICAZIONI OTTICHE  (1/2)
32022;6839;STAGE AZIENDALE e/o TESINA INTERNA
32023;6901;MATEMATICA I - II (esame integrato) 2 m.d.
32024;6902;MATEMATICA APPLICATA  m.d.
32025;6903;FISICA GENERALE I - II (esame integrato) 2 m.d.
32026;6904;FONDAMENTI DI INFORMATICA (I) m.d.
32027;6905;CHIMICA m.d.
32028;6906;ECONOMIA ED ORGANIZZAZIONE AZIENDALE (I) m.d.
32029;6907;DISEGNO TECNICO INDUSTRIALE (I) m.d.
32030;6908;TECNOLOGIA MECCANICA m.d.
32031;6909;FISICA STATO SOLIDO m.d.
32032;6910;METODI MATEMATICI E STATISTICI  m.d.
32033;6911;MECCANICA (scienza costr. + mecc. appl. macc.) (esame integrato) 2 m.d.
32034;6912;FISICA TECNICA + SISTEMI ENERGETICI (esame integrato) 2 m.d.
32035;6913;SCIENZA DEI MATERIALI + METALLURGIA (esame integrato) 2 m.d.
32036;6914;ANALISI STRUMENTALE E CONTROLLO DEI MATERIALI m.d.
32037;6915;METALLURGIA DEI METALLI NON FERROSI m.d.
32039;6917;TECNOLOGIE E MATERIALI PER L'ELETTRONICA m.d.
32040;6918;ELETTROTECNICA m.d.
32041;6920;SCIENZA E TECNOLOGIA DEI MATERIALI POLIMERICI m.d.
32042;6921;SCIENZA E TECNOLOGIA DEI MATERIALI COMPOSITI m.d.
32043;6922;SCIENZA E TECNOLOGIA DEI MATERIALI CERAMICI m.d.
32044;6923;IMPIANTI METALLURGICI m.d.
32045;6924;COSTRUZIONI DI MACCHINE m.d.
32046;6926;STAGE 2 m.d.
32047;6927;MACCHINE m.d.
32048;6928;IMPIANTI MECCANICI 2 m.d.
32049;6935;FISICA DELLE SUPERFICI m.d.
32050;7000;N. 3 PROVE DI LINGUA (FRANCESE-INGLESE)
32053;7018;STORIA DELLA FILOSOFIA CONTEMPORANEA
32054;7039;STORIA DELL'ARTE CONTEMPORANEA
32055;7040;STORIA DELL'ARTE
32056;7043;ISTITUZIONI GIURIDICHE COMPARATE
32057;7051;COMPLEMENTI DI PROGRAMMAZIONE
32071;8032;DIR.PENALE E PROC. PEN.COMP.TO - ERASMUS
32076;8075;1  ESAME  ECTS / ERASMUS (COMPLEMENTARE)
32089;8236;"2  ECTS/ERASMUS  (COMPLEMENTARE)   "" E """
32098;9201;ATTIVITA' SEMINARIALI A.A.1996/97  (1/2)
32100;9203;ATTIVITA' SEMINARIALI A.A.1997/98  (1/2)
32101;9204;TRATT. SUP. ANTIUSURA E ANTICORR.:SEM.1/2
32102;9205;ATTIVITA' SEMINARIALI  (1/2)
32103;9206;TRATT.SUPERF.ANTIUSURA ANTICORROSIONE (SEMINARIO) (1/2)
32149;9452;ECONOMIA
32155;9474;PSICOLOGIA DEL LAVORO
32156;9475;PSICOLOGIA DEL LAVORO
32157;9476;STORIA CONTEMPORANEA
32158;9477;STORIA DELLA FILOSOFIA
32160;9480;CRISI STATO LIBER.,FASCISMO-STATO TOTAL.
32164;9486;SOCIOLOGIA DEI FENOMENI POLITICI
32165;9488;SOCIOLOGIA DEI FENOMENI POLITICI
32167;9490;INTRODUZIONE ALLA PRASSI MUSICALE
32168;9491;SISTEMA,STATO,CRISI:MATER.DI RIFLESSIONE
32171;9494;STORIA E SVILUPPO DEL LINGUAG. SINFONICO
32172;9495;INTRODUZIONE ALLA PRASSI MUSICALE
32174;9497;LA FORM.DELLA PERS.TA' DELL'HANDIC. ECC.
32176;9499;SOCIOLOGIA DEL DIRITTO
32177;9500;DOTTRINE SOCIALI MODERNE
32183;9507;PSICOLOG. SOCIALE-CLINICA DELLA DEVIANZA
32215;9672;ORGANIZZAZIONE DEI SERVIZI SANITARI
32232;40281;TIROCINIO
2259;40341;Chimica degli alimenti
32241;30133;Lingua e traduzione Inglese I (A)
32242;189;SOCIOLOGIA URBANO - RURALE (S)
32250;6340;TEORIA E METODI DELLA PIANIFICAZIONE SOCIALE (SEM)
32248;30183;Lingue e letterature anglo-americane (B)
32249;30184;Lingue e letterature anglo-americane (C)
32261;2292;TECNOLOGIE E SISTEMI DI LAVORAZIONE
32252;30233;Storia dell'arte medievale (B)
32262;2293;STRUMENTAZIONI E MISURE ELETTRONICHE
32263;2294;METODI PER LA PROGETTAZIONE INDUSTRIALE
32264;30307;Letteratura inglese III (A)
32265;30308;Letteratura russa III (A)
32266;30309;Letteratura spagnola III (A)
32267;30311;Lingua e traduzione francese III (A)
32268;30312;Lingua e traduzione francese III (B)
32269;30313;Lingua e traduzione inglese III (A)
32274;30317;Lingua e traduzione spagnola III (A)
32275;30318;Lingua e traduzione spagnola III (B)
32276;30327;Letteratura russa II (B)
32277;30328;Lingua e traduzione francese I (C)
32278;30335;Storia della cultura spagnola (B)
32283;30353;Storia della cultura tedesca (C)
32284;30378;Storia della cultura inglese (C)
32289;30497;Lingua e traduzione inglese I (B)
32290;30498;Lingua e traduzione inglese I (C)
32291;30500;Storia della lingua inglese (B)
32292;30514;Storia della lingua francese (C)
32293;30645;Storia della cultura russa (A)
32294;30646;Storia della cultura russa (B)
32299;30658;Letteratura spagnola III (B)
32300;30659;Letteratura spagnola III (C)
32307;30741;Lingua e letteratura catalana (A)
32310;30742;Lingua e letteratura catalana (B)
32311;30743;Lingua e letteratura catalana (C)
32340;30775;Letteratura inglese III (B)
32341;30776;Letteratura inglese III (C)
32342;30777;Letteratura russa III (B)
32343;30778;Letteratura russa III (C)
32344;30780;Storia della lingua russa (A)
32345;30781;Storia della lingua russa (B)
32346;30782;Filologia germanica (E)
32347;30783;Lingua e traduzione inglese III (B)
32348;30320;Lingua e traduzione tedesca III (B)
32349;30319;Lingua e traduzione tedesca III (A)
32350;30315;Lingua e traduzione russa III (A)
32355;1306;COMPLEMENTI DI FISICA (2 MODULO)
32352;35171;Sociologia delle comunicazioni di massa (B)
32362;1346;MECCANICA ANALITICA (2 MODULO)
32363;259;ISTIT. DI FISICA MATEMATICA
32364;1270;CALCOLO DELLE PROBABILITA'
32365;1286;MATEMATICHE SUPERIORI
32366;1280;GEOMETRIA ALGEBRICA
32367;1287;MECCANICA ANALITICA
34889;35109;Storia economica (A)   L'economia mondiale dalla Grande Guerra agli anni '90
38543;3654;Ricerca operativa (nuovo esame) 
54892;20003;Controlli pubblici nel settore creditizio e assicurativo (diritto delle autorità amministrative indipendenti)
54909;20020;Economia 2
54919;20030;Economia delle aziende non profit
